text,airline_sentiment
  americanair i love the service and cheap upgrade american provide   one of the best airlines ever   good food   good seat   amaze thank  ,2
  americanair   you break my sick wife  s luggage handle go from jfk to lax   she have to drag her bag thru the airport     customerservice,0
  americanair   gerri_elliott you will     every chance i get   thank for keep me exec platinum  ,2
  americanair no not yet   wait now to be connect to an agent,0
  americanair when should i expect a response from customer relations,0
  americanair no not yet   wait to be connect to an agent,1
  americanair glad that you want to help me   but you do not   have an agent call me before i rant about shitty service every day,0
  americanair there be only hours to cancel flight or change itineraries book online and that hours be just about over   impossible scenario,0
  americanair there be no more flight via unite when i arrive to dfw and my car be park at iah  ,0
  americanair your online site do not have flight list in chronological order   result in a mis purchase   anything that can be do  ,0
  americanair i find my footage       d i be so so happy  ,2
  americanair well we clear customs in auh   i need to get to iah after i arrive in dfw   be it possible to retrieve my luggage in iad  ,1
  americanair i will and i will share with many   many others     filmcrew   media   wsj   nytimes   latimes   chicagotribune,1
  americanair tell me you can get me to abi earlier than pm tomorrow,1
  americanair     everyone else be outstanding  ,0
  americanair the last be dfw to ord   not weather relate flightd   austin leg delay as well,0
  americanair my bag fly with aa while i fly with delta   and i be still not sure whose final carrier be refer to  ,0
  americanair follow me back so i can dm you guy,1
  americanair you have cancel flightled my flight because of my last name   do the right thing and reinstate my ticket,0
  americanair flight veer off icy runway at   dfwairport   most dfw flight cancel flight mon http    t co qpownuv   cowboycerrone figure right  ,0
  americanair you know i love this airline   but why be my friends   megentripodi   jordnnicole have such a problem retain info they need,0
  americanair   late flightr   complete itinerary change   and lose work and time   but yeah   i   get it rebooked,0
  americanair not surprise that you be the fastest respond us brand on twitter for q   q   also th fastest in the world in q,2
  americanair you have get to be kid   look at the picture   i be hop it be on the flight that just come in   the whole story be much,0
  americanair you be clueless   a kind rez agnt contact usair me around midnite   tell them what to do   if not that i would have miss funeral  ,0
nice try   americanair i hear your crew whisper   she be still at the hotel   she probably do not think she have to work until tomorrow  ,0
  americanair do you have hand sanitizer in the bathrooms on your flight  ,1
  americanair i be at the airport right now and your people do not know how to react and help me with this situation   very frustrate  ,0
  americanair thank you,2
  americanair so break whatever you want   take no responsibility   too bad for customer     media   filmcrew   chicagotribune   wsj   nytimes   cnn,0
  americanair flight veer off icy runway at   dfwairport   most dfw flight cancel flight monday   flightaware say   http    t co atwyifhzy,0
  americanair my mom try also   that be not the reason they would not change it   you all literally say that you would rather have an empty seat  ,0
  americanair no apology necessary   it be wind and i be on delta   xoxo,2
  americanair you fuck suck,0
  americanair thank you,2
  americanair on our way now,1
  americanair i be travel from auh to iad via etihad and then from iad to dfw via aa   will i be able to retrieve my check bag in iad  ,1
  americanair be this a serious thread   maybe you guy should re read it     fail,0
  americanair now on th plane of the day   first all take out of svc   schedule dep p m   still on grind ord  pm,0
  americanair joanne from your san diego staff be phenomenal   give that girl a raise   she handle our   flightnightmare better than anyone  ,2
  americanair you be beyond redemption   jfk   baggage claim look like a luggage warehouse,0
  americanair send,1
  americanair what about flight  ,1
  americanair thank to aa   dart for get me home in time for work this morning den dfw   do not have to waste a vaca day   dartmedia,2
  americanair even follow me   but i still can not get them to answer their phone   worst   customer   service     ever     customerservice   fail,0
  americanair yeah and what be they gunna   nothing your whole organization be a joke,0
  americanair my sister just receive a call that her trip wednesday   flts     be cancel flightled and resched to next day   why  ,0
  americanair great   then tell me how you will fix it     suntimes   wsj   latimes   nytimes   media   filmcrew   photography   cameragear,0
  americanair hr and min delay   still wait   you need to do something to improve   http    t co mntptr,0
  americanair it say on you web site that you fly directly from ord to dub   when i try to book it say you do not   have you stop  ,0
  americanair glad to hear that there be no serious injuries in the minor crash   dfwairport this even  ,2
  americanair i book it on us airways site   do not see a cancel flight link    ,0
  americanair we have to sit in the airport a long periolodicly time   the plan be nasty,0
  americanair with snow ice forecast dfw tu pm we be what be change policy on reservations we hold wed morning   any leeway    ,1
  americanair no space in my seat but thank to your pilot i be back mn early to ohare     do not think that be possible       snaord  ,2
  americanair late flight again geez flt   late flight   delay   typical,0
  americanair do you guy have wifi on international flight  ,1
  americanair to add insult to injury   i have to go pick it up myself   real class act   i will stick the delta from now on  ,0
  americanair absolutely disappoint in your lack of service   lose my bag and can not even deliver it after i be tell it would happen  ,0
  americanair just follow you  ,2
  americanair what be prefer seat  ,1
  americanair what can aa do for a load of people about to board their th plane of a very long day when the first be unserviceable,0
  americanair the late flightst usair   earlier,1
  americanair any delay on tonight  s flight from dfw to sit   i have family members on board  ,1
  americanair what be go on with the flight   it have be delay a lot  ,0
  americanair can i use an swu on an finnair codeshare of an american operate flight   jfk man     thank in advance for the help  ,1
  americanair we try with multiple people   i already sit on the phone for an hour and a half and get nowhere  ,0
  americanair which one     i have be book on different ones in the past days,0
  americanair nope   could not make change online and after mins on hold and time deal w  the rude rep   the hour window have close  ,0
  americanair do not care about customers   break your gear and tell you they can not do anything     wsj   latimes   chicagotribune   media   filmcrew,0
  americanair yes   twice   for two different flight and occasion,1
  americanair why be your cover photo of twa   just wonder  ,1
  americanair unable to access the website   will try again  ,0
  americanair yikes  ,1
    americanair hopefully it be all fix   they have get a new aircraft for us  just wait to board  ,1
  americanair best plan in the business   not   aa today   http    t co ivdiwqsf,0
  americanair   usairways i need to cancel flight a flight i book earlier tonight   be you able to do it over twitter  ,1
  americanair i love todays fight   but there be a bad draft on the airplane please add more air to air thanksm,0
keep it up       americanair,2
  americanair   louprice   aacustomerservice   apology not good enough   plan with mechanical and hours delay unacceptable  ,0
  americanair thank for the apology   a commitment to fix your break system would be better   actually fix it would be better still  ,0
  americanair seat that be assign be inappropriate for child this age   aa know age of child  ,0
  americanair this be the biggest joke i have ever see and will be tell everyone never to use you guy because you be a joke,0
  americanair pay for my accommodations when you be the ones cancel flightling it for no reason and i know your say   lie   it because of weather,0
  americanair airport and extra nights for hotels and not once have i hear of anything from your embarrass airline say that you will,0
  americanair this be get a bite ridiculous when and you have make me miss full days off work and have to pay for cab back and forth,0
  americanair your assistance have not be very helpful frustrate disappoint experience   w small children very inconvenient,0
  americanair cancel flight my flight say it be because of weather condition when it be the only flight that be cancel flight,0
  americanair again you guy be a huge joke and cancel flight your flight for no reason   this be the rd time in one trip for me that you have,0
  americanair what be go on   this be pathetic   online do not work and phone want   to give a seat assignment  ,0
  americanair i have just receive the ticket   thank you for your help,2
  americanair jet slide off icy taxiway at   dfwairport story   http    t co ponjjide http    t co dcwerzkr,1
  americanair this be get out of hand   i call reservations to reserve the seat that it will not let me select online and there be a fee  ,0
  americanair on flight that have be delay for hours over human errors like a food truck hit the plane   now the line be freeze  ,0
  americanair so disappoint with this airline never again will i book with you guy,0
  americanair thank,2
  americanair you find my lose luggage   will not bring it to me until tomorrow   next day if the weather be not nicer   terrible service,0
  americanair would it be ok to send you a dm ask a few question because i be deaf and be on hold so long  ,0
  americanair   sorry you be disappoint     outoftouchwithreality   people have kid and job,0
  americanair   nrosenb it be not allow me to book available seat,0
  americanair seriously   all flight from detroit to dallas be cancel flightled days in a row   i want to get home   see my wife   kid  ,0
  americanair of delay and trap on plan with no water or air   never ever ever again     neveragain   aafail,0
  americanair literally just tell me they would rather have an empty seat than my mom get to come earlier   take me to dr  appointment   wow,0
  americanair we have post your response on facebook for everyone to see people be appal by your lack of concern,0
  americanair i have an advantage   and you deactivate it   i do not think you should deactivate a customers account without their knowledge   help,0
  americanair thank for make this the worst fly experience ever   different plan of mechanical issue and hours and count,0
  americanair if it be in my backpack   why do i need to see agent  ,0
  americanair i really want to sign up for your airline credit card but your absurd   change fee to switch my flight make me think twice,0
  americanair she send you an email customer service the night it happen you be response be basically bad sorry how should she contact you  ,0
  americanair hi aa   i place an itin on hold to expire on  just log into my account   its go   seat have not be release to inv   help  ,0
  americanair tpa   ord       aa another successful journey   thank for the hospitality  ,2
  americanair thank you for the response   much appreciate  ,2
  americanair   about flight all use same gate w buses to the plan   awful board process   hour and a half late flight,0
  americanair be there another line i can call when i be on hold for hours   also how can i get compensate for this loss of time and money  ,0
  americanair   rizzilient after days   i finally get the automate service to call me back but it hang on me   this be beyond ridicule   help  ,0
  americanair ask for a waiver of a change fee for flight book w in past hrs   rep be rude   just tell me no   do not even try to help  ,0
  americanair any idea why flight from hsv to dfw tomorrow cancel flightled about minutes ago  ,1
  americanair thank   i actually make it   my connection flight be delay   guess all delay be not a bad thing   http    t co xggcntcom,2
  americanair the issue be not a long wait   it be an infinite do loop   your system do not let me   or any customer   wait or leave a message  ,0
  americanair do the policy change   i have see people with hamsters and rabbit before  ,1
  americanair thank to your attendant on flight for advise connect flight hold   run with kid and flight depart   poor service at miami,0
  americanair an hour now wait on the phone for us air help   hours wait at the airport yesterday   love the service guy  ,0
  americanair i be here stand at baggage claim wait for bag for over an hour at dfw   the gate be feet from here     nothappy,0
  americanair right so i miss my connection   have a three hour kay over   then you lose my bag  ,0
  americanair obviously we do see an agent booked us for tomorrow morning   no hotel   no transportation     pregnantwithtwins   strand   angry,0
  americanair i be suppose to be in fl hours ago   and i be not   i have be wait for hours this be just ridiculous,0
  americanair my to clt leave the gate   what be next for clt   need help,1
  americanair you have a company policy that refuse employees to speak to other employees over the phone   interest,0
  americanair still on hold   after you hang up on me the first time   another minutes     http    t co imrlauih,0
  americanair if it i have not rebooked do not get notify that it be cancel flightled,0
  americanair be that the flight for tomorrow  ,1
    americanair     thecandacesmith thank for the shout out   candace   enjoy the ride    always   i adore american airlines  ,2
without notify though       americanair     krescate we do not like cancel flightling flight   kim   but weather have not play nice with us    ,0
still think   those pjs may have me sell   americanair   momsgoodeats we would   love to have you on board with us     mandarinjourney here i come,2
  americanair do you have any flight with lie flat seat from stl to pdx around the date of march  ,1
  americanair how do you refuse a customer who be will to pay to upgrade when half of your first class be empty,0
  americanair customer service   if you can call it that   refund my money,0
  americanair i be still on hold  ,0
  americanair you ever wonder why you find yourselves respond to so many customer complaints on twitter   it be because your airline suck  ,0
  americanair be you people cruel or just stupid   why be you post my personal email on the damn internet   have you lose your mind    ,0
  americanair do we get a class discount on your wifi   i will be fly your airlines at approx   be  ,1
  americanair   customerservice   sit on my fourth plane today with a mechanical problem   no excuse for this   tough to be loyal  ,0
  americanair   contactcej thank  ,2
  americanair   americanairlines   bqonpa flight   delay from pos mia   miss   mia  atl need seat on last flight to atl  ,0
  americanair so bad service in miami   airport  ,0
  americanair need an entire customer service overhaul   delta would never treat its customers with anything less that a service,0
  americanair be you guy intentionally try to lose customers and money  ,0
  americanair why do you continually play the   accord to federal regulations   every second   i could see if you have quicker service  ,0
  americanair can i send you my trust traveler id to add to my reservation for tsa pre  ,1
  americanair thank   but i have to hire a car in chicago and drive to mke   do that mean i have to go to the airport          ,0
  americanair the folks at the executive platinum desk be great pros   they understand my displeasure with change fee and switch to sw  ,2
  americanair he thank you   anything you can do to help   would any further information help in the process  ,2
  americanair thank for a cancel flightled flight then a delay flight and not tell us more miss work more   on hotel   worstcustomerservice,0
  americanair flight delay hour because of pilot   i spend   hours on the phone just to get an ep agent on the phone now this  ,0
    americanair advise gas and pilot of my flight   too bad no one take action  ,0
  americanair   usairways need to be report to the   bbb_media for their complete disregard for pay customers     donotflywiththem,0
  americanair anything in particular i should ask for   will they want me to document my mileage plus status  ,1
  americanair how about you give us a number to call instead of the empty email since you be not work on it,0
  americanair i have be check consistently   and call multiple time   as a loyal aa customer   i be disappoint  ,0
  americanair congrats on your call center customer service   a guy name fidencio answer and he go above   beyond to help me    ,2
  americanair daughter record loc   be kybilc   she be travel with y o   and need to be in adjacent seat   not across isle  ,1
  americanair gabriela in miami be a very rude employee working the mia lga check in   she make experience unpleasant     customerexperience,0
  americanair ok make no sense though since you will give me a free upgrade to first  ,0
  americanair i do not want to cancel flight   i want to take someone off and keep my price   hold at   at be today   now,0
  americanair it be not about the delay   it be about the communication  ,0
  americanair would you like any additional detail of my issue   airport   flight   agent name   or be you happy w  this automate lip service  ,0
  americanair be suppose to depart at  pm central   about ready to close the door at  pm central  ,0
  americanair   maryella_green despite the inconvenience   the situation be handle quickly and we appreciate it very much  ,2
  americanair absolutely  ,2
  americanair   cluster continues still on connect instead of direct   bag charge and seat not together     shaft,0
  americanair   usairways   i be pregnant with twin and you be go to abandon me overnight in an airport   no hotel   when it be your fault  ,0
  americanair have no idea what they be do   delay flight from pm to  pm then delay another to the same destination   the same time  ,0
  americanair   maryella_green just receive it   actually   thank you                  ,2
  americanair be flight from pensacola fl delay flight,1
  americanair the status on my itinerary say on request in red   what be that mean  ,1
  americanair have such a bad rep for loose costumers luggage   i stop fly them a while back  ,0
  americanair   jokerunning this happen to me too      ,1
  americanair why do you drop my call   why do not you have more people answer phone   why be it always high call volume when i call,0
  americanair thank     i do not know if it still late flight but i hope i get it tonight  ,2
  americanair i can not work with them if the call get cut off while i be still hold   be dfw look any better tomorrow  ,0
  americanair you do not give an answer why the flight delay so long   and how do you compensate miss my other flight lima to cuzco    ,0
  americanair can you help me update a birthday that be incorrectly input in a reservation   this be prevent me from check in,1
  americanair yep as i saidi feel sorry for you that you have to run their account how embarrass for you,0
  americanair tsa say there be nothing they could do   but the question be why be your employee  s swap your customers belong  ,0
  americanair now i have to wait   more than minutes  ,0
  americanair thank   me too,2
  americanair i need assistance reflight book problems a flight from dfw to light,0
  americanair just take off   sit with someone who be schedule on buenos ares out of jfk   not sre if he will make it   r thy hold plane  ,0
  americanair the dinner and call me   hon     not the service i would expect from st class     disappoint,1
  americanair upgrade to st class   inquire about red wine     sauvignon blanc   i can not pronounce the other one     could not describe  ,1
    americanair no   i watch these bag be abandon at depart gate   watch for   mins until owner return     mins after i report,0
  americanair everything for sort out   thank for the help   excite to get home tonight  ,2
  americanair my mistake multibillion dollar company,0
  americanair why would it take that long   my credit card company say the card have not be charge yet   should it take days for this  ,0
  americanair for our delay       i be out of more money because of you,0
  americanair i have get a flight for the next day     what about a credit   you guy be a multimillion dollar company give us back a credit,0
  americanair do not send me a tweet to cover your social media complaints   how about send me a message with a way to resolve           custserv,0
  americanair   barrettkarabis what a joke you can mail the receipt     yet   we can not mail them a payment and fly before hand right,0
  americanair no   it do   you could not be more wrong   http    t co nxzhbbmt,0
  americanair keep up the good work   get me to my destination safe and on time today,2
  americanair why do not anyone make a better effort to retain customers   it should be an easy fix   i just want to travel aa  ,0
  americanair btr train gate agts   i be a frequent flyer   have nvr have issue w my bag day i be force gate check while priority board,0
  americanair misplace my bag hr ago and can not tell me where it be   i have lose   of stuff       americanairlines   unamericanairlines,0
  americanair cancel flightled two flight from miami to nashville yesterday and could not get me on a flight for   days     southwestairwasthere,0
  americanair lose piece of our bag   have not deliver them in hours   lie that they be deliver   and still no refund   never again,0
  americanair improve envoy  s performance   th trip through ord in i have be delay for hours because of envoy   i could drive faster  ,0
  americanair two cancel flightled lga flight   both by   delta take off   look like i have a new carrier   delta  ,0
  americanair lady at b abq for on   be of a great service to all among several cancel flightlations,2
  americanair any ways to get through the minute wait to book a flight  ,0
  americanair can you provide guidance on how i should work with them to resolve the issue,1
  americanair really   they close the gate at   instead of i get there at     if you wudda put in my ktn like i ask   i wudda make it  ,0
  americanair try to change flight via dfw tomorrow   can not get thru on phone   long wait then cut off x   can you help please  ,0
  americanair thank for follow up  it finally work     finger cross the new flight work  ,2
  americanair stick on the tarmac in clt because the our gate be not open   hope i do not miss my connection     logistics   americanview,0
  americanair i wait on hold for two hours   only to have my call   really unreliable  ,0
  americanair be not on board you today just watch report unfold on twitter but still be very proud  ,2
  americanair now a delay to the rebooked flight    ,0
  americanair after several miss communications i be able to get to ord but i be not home yet and not sure i will get there due to her error,0
  americanair um no just hang out what be new w you  ,1
  americanair hey   aa   there be a mistake make by your cr on my flight book problems   when i call your reservations     i keep get hang up on   advise  ,0
  americanair email aadvantage for status match   still wait   can not wait to move from   unite but help me out here    ,0
  americanair i will try to have a great week once i receive it  ,0
  americanair not have pillow or blanket or a flight home for people do bad things to my hair,0
  americanair what be we go to do about the nightmare you guy out me through yesterday   zero response from the tweet you last send me  ,0
  americanair i try site   do not allow me   same reason why i be not allow to board this morning   will try different airline for work trip,0
  americanair i buy a plane ticket months ago and still have not receive my flight info and ticket in my email when it will come  ,0
  americanair your dca baggage claim employees should realize a please   a thank you and an apology can go a long way   customerservice   dca,0
  americanair   you take cost for both flight out of my bank account   now i can not get a refund for weeks   i have be a loyal customer  ,0
  americanair i take the day off from work and drive hours round trip to rescue my daughter and other students from laguardia   thank  ,0
  americanair you be airline be ridiculous,0
  americanair the group of minor children be break up into group   some still in miami   delta have much better customer service  ,0
  americanair be there a way i can get a record of all the flight i have take with you  ,1
  americanair thank you for the response   we get it resolve at the counter  ,2
  americanair that be the one   my original arrival time be  am   after all say and do i may be there by  pm central   not impress  ,0
  americanair my flight from las vegas to dfw be cancel flightled   i have be on hold forever and i still have not speak to anyone   pls help,0
  americanair every time i try to call   it tell me to try again late flightr and just hang up  ,0
  americanair rebooked into a different airport   throw a wrench into plan  ,0
  americanair crew do the best they could but it be out of their control   you only get one chance of a honeymoon   you fail miserably,0
  americanair thank   someone pick up after minutes,0
  americanair overbooked business class from mia to uvf   after be in the correct seat we be move back to economy on our special day,0
  americanair no kid   go to take some beat on the apron   and there be some good lookin   plan out there  ,2
  americanair that be unacceptable,0
  americanair so what if i do not have the fund to purchase another ticket   your error would cause my family to miss the funeral,0
  americanair i have to miss a whole days worth of work tomorrow but i be suree you guy do not care,0
  americanair this be a big company should be happy to do something for a customer when now it be cost more for delay oh and do i mention,0
  americanair i have a ticket that have be pending for days   be it normal to take that long     i want to make sure there be not a problem  ,0
  americanair and just bad cs   i will be back on   jetblue at least when you stick they look out for you and apologize for any trouble,0
  americanair for my delay and you know what i get a we do not credit anybody back a supervisor who cut me off when speak,0
  americanair a free check bag a food comp a fly credit something to help out now that i be an additional dollars in the hole,0
  americanair yes i do but no response  ,0
  americanair my bag be check through to cancel flightled flight   when will they arrive in mke   not much help from grnd staff   havoc in dfw,0
  americanair i would just like to know where my bag be   when i will get it and why i do not have it already   no accountability from cust service  ,0
  americanair i will never fly with you guy again   i be stick in memphis another day   call to be credit something anything,0
  americanair   do not be jealous   i live in sydney and my t shirt and jeans do not suit the office for work   i need suit and a warm jacket  ,1
  americanair   rizzilient i book ticket use miles and need to change the date   have be try to get to an advantage rep two days,0
  americanair be the company from hell with no consideration for customers that give it hundreds of millions of dollars per year   smh,0
  americanair no snow in st  louis   cold but no snow   hub flight welcome  ,1
  americanair take a flight yesterday fron tpa dfw aus   bag go to iah   today bag go to iah dfw and then back to iah   still no bag  ,0
  americanair it be absolutely unacceptable   i have be call all day and be hang up on every time   i just need a minute bite of help  ,0
  americanair   envoy airlines be a disgrace to the aa family   nothing but delay and cancel flightlations   week after week  ,0
  americanair it be not about weather   it be logistics   why should i hold for minutes when you call me   why not get more desk agents  ,0
  americanair we have send you more info via dm   i truly hope you resolve this very quickly     media   filmcrew   cnn   nbc,1
  americanair i have never have anything bad to say until now   no love for faithful customers  ,0
  americanair also agent not aware clearly of http    t co fwkjble,0
  americanair additional fare cost     tix change price uk pound           not the issue the uk pound be     badcustomerservice,0
  americanair i fly american because of family but severe weather excuse so i can not call to make change   why have a computer if you can not modify,0
  americanair amen  ,1
  americanair no meelan do not afford a supervisor to be include in the conversation   pls check the rec of the call   badcustomerservice,0
  americanair i have it until last night   but because   severe weather   i could make the need change and now fair go up each  ,0
  americanair thank to aa for the upgrade today and get me on a new flight after my first one be cancel flightled  ,2
  americanair have the worst flight change policy   no mercy   no sympathy   such a bummer when you can not go to funerals or see friends because of it  ,0
  americanair what be do be do   not much you can do at this point   trip be already over  ,0
  americanair basically you right now http    t co inbpbdw,1
  americanair   epicfail on connections in   chicago today   extremely disappoint w  unaccommodating customer service   rethink loyalty  ,1
  americanair well i be fly   jetblue instead   for free   their credit actually work  ,1
  americanair just message you   please have someone contact us immediately  ,0
  americanair why can not   dfwairport have the capability to spread salt on a runway    ,0
  americanair   be suppose to be in little rock at be this morning  ,0
  americanair boom   http    t co pzgcjchn,1
  americanair already speak to that line   unwilling to help   really poor support   hitawall,0
  americanair first ride on new   with new interior and in seat video   nice improvement     newplanesmell http    t co djjjnslht,2
  americanair no worry at all   you all have a good one    ,2
  americanair yes   thank i find those   do not see the gray tab at first    ,1
  americanair but seriously if my cat dead i be go to be pissed very thankful because it be evil and want my soul,0
  americanair not only on both legs do i have damage seat   you damage an expensive case and not offer anything just an apology wks late flightr  ,0
  americanair   usairways i have try to be understand and let you handle the situation but i guess i be wrong about that,0
  americanair   usairways over an hour on the phone the best you can tell me be it be send maybe my bank misplace it  ,0
  americanair my chariot tonight   from this angle it look like a   no   http    t co zzkqwwbjz,1
  americanair   usairways day have come where i be suppose to get my money back from you but my bank have not receive anything but after,0
  americanair no i will be call corporate  ,0
  americanair can not understand how you be part of oneworld all other member treat their customers fairly   tcf   oldplanes   damageluggage,0
  americanair probs the worst customer service ever   reply to complaint i submit weeks ago bout damage bag   not even replace it  ,0
  americanair i cancel flightled my ticket and be take two months   to refund and still wait  ,0
  americanair new market song   https    t co flfulcbq let us know what you think   http    t co nbzkhizfv,1
  americanair thank   i hope we get movies   tv  s be break on the flight over,0
  americanair thank for be entirely unhelpful and waste hours of my time today,0
well   americanair we will not be fly you   rebooked on jetblue   with credit   that actually work   it be free  ,0
  americanair check on what   our break tablet   see attach picture     media   filmcrew   nbc   cnn http    t co uqoopjpwg,0
  americanair originate at sfo and go to lax  ,1
  americanair be call all morning   still can not get through   i need to chge a flight that be this week          ,0
  americanair you guy be the talk of the americans down here in ecuador   read this   https    t co onklzvmt,1
  americanair should prob give me a refund since they make me miss my flight wait to talk to someone for hours   http    t co sfpcbyym,0
  americanair i have try   its   usairways anyway,1
  americanair oh i do   all i receive back be an email say   delay happen     uh huh  ,0
  americanair how do i place it on hold and complete payment   i do not see any way to do that from my reservations page  ,0
  americanair bad weather happen   but not be able to get through to a reservations rep for over hours be just crazy     frustrate,0
  americanair flight get me out of chicago  ,1
  americanair why be customer svc reps unable to handle call   be there a hrs cancel flightlation policy   book yesterday need to cancel flight,0
  americanair bad weather be understandable but your own pilot say that over people call out and that zero bag be on the plane  ,0
  americanair yep   file a claim at heathrow yesterday   we be promise a call this morning with an update   but get nothing  ,0
  americanair why be do it seem to be impossible to contact anyone at your airline to get an item leave on board a plane min after deplane,0
  americanair you fly me into chi instead and i get a ride to mke   you say my bag would go to mke today   be it on the cancel flightled flight though  ,0
  americanair stick at gate miami to jfk flight   be we go to get out of here tonight   very frustrate,0
  americanair i understand they be busy   do their best   my frustration be an automate call change my flight w o allow me to talk,0
  americanair help you say ud chnge our retrn flght since we miss our connection sit   now you be not pickng up the phone only hve hrs leave  ,0
  americanair have be almost a month and still no response to my online complaint questions   out   because of it  ,0
  americanair bad weather happen but lack of preparation be inexcusable   depend on good weather be not a good business model  ,0
  americanair how be us go to be on time when they be still deplane at     this be bs  ,0
  americanair so   what should he do next exactly    ,1
  americanair flight for tomorrow be cancel flightled   new one book   seat take care of   just a tweet to commend you all on the service   thank  ,2
  americanair instead they yell at him and tell him to call a number that will not pick up due to call volume,0
  americanair he be at the boston airport   there be a problem   the agents will not honor the voucher because one number be rub out  ,0
  americanair see photo of b scale model   our pn a wheel deflator specify in chapter of b amm   http    t co kfdwqrklw,1
  americanair i guess it be more bs airportcardio give you can not have an on time flight,0
  americanair see photo of model   our pn a wheel deflator specify in chapter of b amm   http    t co oilncfweyg,1
  americanair you should really explain customer service to your gate agent for at c   could not be bother  ,0
  americanair my wife be on a flt from bro to tul via dfw that be cancel flight   buy an swa flight to get her home   partial refund   dm me plz  ,0
  americanair i have be try to get through to reservations since yesterday to make a change to a reservation hold   when will it be up  ,0
  americanair thank   i miss my dog and this delay be cost me a lot of money  ,0
  americanair yes   it say it should be deliver within hours after pick up line  ,2
  americanair i still can not get through to change my flight   this be really important plz help  ,0
  americanair   just land in light  ,1
  americanair i end up email my   complaint to customer relations   aa com   hope that work     travelproblems,0
  americanair for tomorrow some sit show flight from ewr cancel flightled   be it  ,0
  americanair be pet allow in first class  ,1
  americanair can lie to you about where your lose bag be   but we be suppose to trust them with our live thousands of feet in the air  ,0
  americanair can not help now as all seat have be take   there have to be a way to handle high volume of call days  ,0
  americanair the worst first class board service i ever have  ,0
  americanair most disgust chicken entree i have ever see   your standards have seriously nosedive     newamerican http    t co essfoowt,0
  americanair i be tryin to book a flight but can not get ahold of anyone  ,0
  americanair be i upgrade on my next flight  ,1
  americanair finally at final destination but not w o extra significant travel expense   miss work   how can you resolve this experience  ,0
  americanair when change dest city on an award for a reservation party of   be fee   for each pax or for first and for rest  ,1
  americanair delaney and shawn at dfw show exceptional customer service today   will happily choose aa whenever possible now   thank you  ,2
  americanair another customer non service from you   if we wait for you to solve the problem we would miss the funeral   you suck  ,0
  americanair already share with them   nothing do  ,0
  americanair   kanne   southwestair be better than aa  ,0
  americanair i really can not there though to an agent   and i be worry about my reservation   can you help me out  ,0
  americanair while listen to a delay message on my phone   another delay message be come in   get your shit together  ,0
  americanair hi   get error message when try to check in on line   state   wrong pass     ticket rcvd from aa due to train in dfw   you know y  ,0
  americanair there be an employee at gate of jfk tell people their bag do not fit and need to be check when it clearly fit   aa,0
  americanair thank   i finally get through this afternoon      ,2
  americanair after wait for a delay plane   we sit on the plane for an hour wait for a late flight passenger   that be bs too  ,0
  americanair where be my bag            ,0
  americanair it be,1
  americanair not true     stop make excuse   you either overbook or have crappy plan  ,0
  americanair   americanairlines on approach to mex   http    t co sedmjhiw,1
  americanair no   book seat in dallas   live in dallas   real nice that your gate agent have exit row available tell me they be not available,0
  americanair i pay use paypal online and after i be charge there be a   system error   which be what i end up call about  ,0
  americanair   aateam thank for work in very rigorous weather condition for all,2
  americanair that be why i be ask for exception   staffer move last minute   we be a nonprofit   lose     we just want to change ticket  ,0
  americanair thank   i will look forward to the response  ,2
  americanair your advantage agents be horrible   i have be wait for hours for a call back only to be hang up on by a rude agent  ,0
  americanair yes there be issue on the site as well unfortunately  ,0
  americanair about when can i see a new american airlines credit card to replace my usairways dividend mastercard  ,1
  americanair my wife be stick in   brownsville any chance she can get any flight out   she need to be at work tomorrow morning  ,0
  americanair will it be this year   do you think  ,0
  americanair thank you   truly appreciate the help   just send a dm,2
  americanair the best be your message say to use website and your website be say you need to call   if you do not answer     hardtodo,0
  americanair try to get my flight change through dallas   call your number just say thank for call and hang up   guess i be stick,0
  americanair aa now that the airplane have be sit here for over hrs   there be mechanical problems by the way   the aa desk be unorganized,0
  americanair miami phl flight cancel flightled just as i get to the gate   no one from aa around   no one on the phone   awful awful awful  ,0
  americanair can care less if you be without your bag for a day or a week   i have be stories in the last hours   i want my bag  ,0
  americanair hah   best flight attendant response   if you not happy get screw over   you have other carriers   hahahah pathetic,0
  americanair aa flight out of jamaica be cancel flightled yesterday due to   weather     while other flight be still land at dfw,0
  americanair board in mins yay        ,1
  americanair your a liar   no precipitation all day   degrees   do not pacify   you look like a fool   that be the problem   admit you suck,0
  americanair thank you so much  ,2
  americanair call in the span of two days   none of which available to speak to someone   you be un f in believable   worst ever,0
  americanair   elwoodblues i be sure he understand the rule but you guy just have zero customer service   staff your damn counter  ,0
  americanair what be with your baggage handlers call out at dfw today   no luggage onboard the plan  ,0
    americanair after minutes on hold   and another minutes on the call yes   go to be push it to get to the airport on time now,0
  americanair hi   do the discount award policy for credit card holders change   no longer see the chart of specials on the site   thank  ,1
  americanair your seat assignment process when flight book problems be mislead   i be not pay extra to select a seat  ,0
  americanair why can not you hire a staff that be helpful   inform and nice to it be customers  ,0
  americanair from the rude ticket counter employees to force my wife on standby and then push her down the list   it be a very bad day,0
  americanair agents in dfw be very kind do their best to help   but this do not make up for phx error and attitude     americant,0
  americanair will not let me reuse my ticket   thus i have book my vacation with delta   never fly on american again  ,0
